uniqueID,site,plot,quad,ind,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds.1,flrs.1,fruits.1,longest.fruit.1,notes.1,herb.1,protocol.notes.1,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds.2,flrs.2,fruits.2,longest.fruit.2,notes.2,herb.2,protocol.notes.2,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds.3,flrs.3,fruits.3,longest.fruit.3,notes.3,herb.3,protocol.notes.3,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds.4,flrs.4,fruits.4,longest.fruit.4,notes.4,herb.4,protocol.notes.4,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds.5,flrs.5,fruits.5,longest.fruit.5,notes.5,herb.5,protocol.notes.5,date.6,phen.6,stem.diam.6,height.6,total.branch.6,longest.leaf.6,buds.6,flrs.6,fruits.6,longest.fruit.6,notes.6,herb.6,protocol.notes.6,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds.7,flrs.7,fruits.7,longest.fruit.7,notes.7,herb.7,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds.8,flrs.8,fruits.8,longest.fruit.8,canopy.width.8,notes.8,herb.8
LV1 P1 QNA #25,LV1,1,NA,25,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #26,LV1,1,NA,26,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,OBB,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #27,LV1,1,NA,27,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,OBB,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #NA,LV1,1,NA,NA,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT: near 24; ran out of tags,,,NA,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #28,LV1,1,NA,28,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #29,LV1,1,NA,29,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #30,LV1,1,NA,30,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #31,LV1,1,NA,31,(8/9/17),V,N,8/9/17,3.81,3,2,1.3,NA,NA,NA,NA,"GTT, 1 VB",,,V,8/15/17,3.81,3,2,1.3,NA,NA,NA,NA,,,,V,8/22/17,3.81,3,2,1.3,NA,NA,NA,NA,drying up,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,was V but dried up (D-->V-->D),,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #32,LV1,1,NA,32,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,GTT,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #33,LV1,1,NA,33,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G1,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #34,LV1,1,NA,34,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G1,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #35,LV1,1,NA,35,(8/9/17),V,Y,8/9/17,3.16,5.3,4,0.6,NA,NA,NA,NA,"G9, 1 VB",,,V,8/15/17,3.16,5.3,4,0.6,NA,NA,NA,NA,,,,B,8/22/17,3.16,5.3,4,NA,3,NA,NA,NA,germ growing true leaves,,,B,8/29/17,3.16,5.3,4,NA,2,NA,NA,NA,,,,9/3/17,B,3.16,5.3,4,NA,4,NA,NA,NA,4G alive (5 died),,,9/12/17,Sx,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,SX,NA,NA,NA,NA,NA,NA,NA,NA,NA,3G left alive,
LV1 P1 QNA #36,LV1,1,NA,36,(8/9/17),V,N,8/9/17,1.02,3,1,1.1,NA,NA,NA,NA,yellow flag (ran out of tags),,,V,8/15/17,1.02,3,1,1.1,NA,NA,NA,NA,yellow pin flag,,,V,8/22/17,1.02,3,1,1.1,NA,NA,NA,NA,veg,,,V,8/29/17,1.02,3,1,1.1,NA,NA,NA,NA,,,,9/3/17,V,1.14,3,1,1.1,NA,NA,NA,NA,,,,9/12/17,V,1.14,3,1,1.1,NA,NA,NA,NA,NA,,NA,9/19/17,V,1.14,3,1,1.1,NA,NA,NA,NA,NA,,9/30/17,V,1.54,2.2,1,1.3,NA,NA,NA,NA,2.5,,
LV1 P1 QNA #37,LV1,1,NA,37,(8/9/17),V,N,8/9/17,0.46,3.8,1,0.8,NA,NA,NA,NA,yellow flag (ran out of tags),,,V,8/15/17,0.46,3.8,1,0.8,NA,NA,NA,NA,yellow pin flag,,,V,8/22/17,0.46,3.8,1,0.8,NA,NA,NA,NA,relatively unchanged,,,V,8/29/17,0.46,3.8,1,0.8,NA,NA,NA,NA,,,,9/3/17,V,0.93,3.8,1,0.8,NA,NA,NA,NA,,,,9/12/17,V,0.93,3.8,1,0.8,NA,NA,NA,NA,NA,,NA,9/19/17,V,0.93,3.8,1,0.8,NA,NA,NA,NA,NA,,9/30/17,V,1.13,2.2,1,0.7,NA,NA,NA,NA,1.5,,
LV1 P1 QNA #37-1,LV1,1,NA,37-1,,,,,,,,,,,,,,,,,8/15/17,,,,,,,,,,,,,8/22/17,,,,,,,,,,,,V,8/29/17,1.13,2.3,1,0.9,NA,NA,NA,NA,,,,9/3/17,V,1.32,2.3,1,0.9,NA,NA,NA,NA,,,,9/12/17,V,1.32,2.3,1,0.9,NA,NA,NA,NA,NA,,NA,9/19/17,V,1.32,2.3,1,0.9,NA,NA,NA,NA,NA,,9/30/17,V,1.64,2.7,1,1.3,NA,NA,NA,NA,2.3,,
LV1 P1 QNA #38,LV1,1,NA,38,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G2,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,1G alive,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #38-1,LV1,1,NA,38-1,,,,,,,,,,,,,,,,,8/15/17,,,,,,,,,,,,,8/22/17,,,,,,,,,,,,F,8/29/17,2.39,10.7,5,NA,21,12,5,1.1,longest fruit previously must have fallen off.,,,9/3/17,F,2.39,13.2,5,NA,12,11,17,5.1,,,,9/12/17,F,2.39,13.2,5,NA,4,2,21,5.6,NA,,NA,9/19/17,P,2.39,13.2,5,NA,0,0,25,5.6,NA,,9/30/17,P,2.71,13.2,4,NA,NA,NA,14,5.5,NA,,
LV1 P1 QNA #39,LV1,1,NA,39,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G1,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,0G,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #40,LV1,1,NA,40,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G8,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,4G,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #41,LV1,1,NA,41,(8/9/17),V,N,8/9/17,1.76,2.2,1,1,NA,NA,NA,NA,,,,B,8/15/17,1.76,3.5,1,NA,4,0,0,NA,,,,F,8/22/17,1.76,5,3,NA,16,1,NA,NA,,,,F,8/29/17,1.76,5,3,NA,11,6,0,1.1,,,,9/3/17,F,2.3,8.1,3,NA,4,6,4,1.1,,,,9/12/17,P,2.3,8.1,3,NA,3,0,9,4.1,NA,,NA,9/19/17,P,2.3,8.1,3,NA,0,0,8,4.1,NA,,9/30/17,P,2.71,8,2,NA,NA,NA,9,4.1,NA,,
LV1 P1 QNA #42,LV1,1,NA,42,(8/9/17),V,Y,8/9/17,3.4,3.5,2,0.7,NA,NA,NA,NA,2 VB (last year's repro branches),,,V,8/15/17,3.4,3.5,2,0.7,NA,NA,NA,NA,,,,B,8/22/17,3.4,3.5,2,NA,8,NA,NA,NA,,,,F,8/29/17,3.4,3.5,2,NA,10,1,NA,NA,D-->B,,,9/3/17,F,3.4,8.5,2,NA,9,4,NA,NA,,,,9/12/17,F,3.4,9,2,NA,4,1,3,3,Herbivory,2b,NA,9/19/17,P,3.4,9,2,NA,0,0,2,2,herb,1a,9/30/17,S,3.27,7.6,2,NA,NA,NA,2,2,NA,,
LV1 P1 QNA #43,LV1,1,NA,43,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,V,8/22/17,2.26,4.5,5,0.4,NA,NA,NA,NA,D-->V,,,V,8/29/17,2.79,3.5,4,NA,1,NA,NA,NA,,,,9/3/17,V,2.79,3.5,4,NA,NA,NA,NA,NA,2VB (D-->V),,,9/12/17,V,2.79,3.5,4,NA,NA,NA,NA,NA,D --> F,,NA,9/19/17,V,2.79,3.5,4,MISSING,NA,NA,NA,NA,NA,,9/30/17,V,3.25,2.7,3,0.9,NA,NA,NA,NA,2,"D-->V, 2 VB, herbivory",1a
LV1 P1 QNA #43-1,LV1,1,NA,43-1,,,,,,,,,,,,,,,,,8/15/17,,,,,,,,,,,,,8/22/17,,,,,,,,,,,,V,8/29/17,0.98,1.1,1,0.7,NA,NA,NA,NA,,,,9/3/17,V,1.16,1.1,1,0.7,NA,NA,NA,NA,,,,9/12/17,V,1.16,1.1,1,0.9,NA,NA,NA,NA,NA,,NA,9/19/17,V,1.16,1.1,1,0.7,NA,NA,NA,NA,NA,,9/30/17,V,1.19,1.1,1,1.1,NA,NA,NA,NA,2.1,,
LV1 P1 QNA #43-2,LV1,1,NA,43-2,,,,,,,,,,,,,,,,,8/15/17,,,,,,,,,,,,,8/22/17,,,,,,,,,,,,V,8/29/17,0.83,2,1,0.8,NA,NA,NA,NA,,,,9/3/17,V,1.12,2,1,0.8,NA,NA,NA,NA,,,,9/12/17,V,1.12,2,1,0.8,NA,NA,NA,NA,NA,,NA,9/19/17,V,1.12,2,1,0.8,NA,NA,NA,NA,NA,,9/30/17,V,1.48,2.7,1,1.2,NA,NA,NA,NA,2.3,,
LV1 P1 QNA #43-3,LV1,1,NA,43-3,,,,,,,,,,,,,,,,,8/15/17,,,,,,,,,,,,,8/22/17,,,,,,,,,,,,V,8/29/17,1.07,0.9,1,0.6,NA,NA,NA,NA,,,,9/3/17,V,1.07,1.5,1,0.6,NA,NA,NA,NA,,,,9/12/17,V,1.09,1.5,1,0.6,NA,NA,NA,NA,NA,,NA,9/19/17,V,1.07,1.5,1,0.6,NA,NA,NA,NA,NA,,9/30/17,V,1.27,2.3,1,0.9,NA,NA,NA,NA,1.8,,
LV1 P1 QNA #44,LV1,1,NA,44,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G3,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #45,LV1,1,NA,45,(8/9/17),V,Y,8/9/17,3.3,5.5,5,0.6,NA,NA,NA,NA,1 VB,,,V,8/15/17,3.3,5.5,5,0.6,NA,NA,NA,NA,bolting,,,B,8/22/17,3.3,5.5,5,NA,3,NA,NA,NA,,,,B,8/29/17,3.3,5.5,5,NA,3,NA,NA,NA,buds drying a bit,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,(B-->D),,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #46,LV1,1,NA,46,(8/9/17),V,Y,8/9/17,3.94,7.5,6,1.4,NA,NA,NA,NA,"2 VB, G1",,,V,8/15/17,3.94,7.5,6,1.4,NA,NA,NA,NA,,,,V,8/22/17,3.94,7.4,6,1.4,NA,NA,NA,NA,bolting,,,V,8/29/17,3.94,7.4,6,1.4,NA,NA,NA,NA,,,,9/3/17,V,3.94,7.4,6,1.1,NA,NA,NA,NA,2VB,,,9/12/17,V,3.94,7.4,6,1.1,NA,NA,NA,NA,NA,,NA,9/19/17,V,3.94,7.4,6,1.1,NA,NA,NA,NA,NA,,9/30/17,V,4.81,8.2,2,1.2,NA,NA,NA,NA,1.3,"1 VB, herbivory",1a
LV1 P1 QNA #47,LV1,1,NA,47,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,G2,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,no G left,
LV1 P1 QNA #48,LV1,1,NA,48,(8/9/17),V,Y,8/9/17,1.6,2.1,1,1,NA,NA,NA,NA,,,,B,8/15/17,1.6,2.1,1,NA,2,0,0,NA,,,,B,8/22/17,1.6,2.1,1,1,0,0,0,NA,bolting but drying up- buds gone,,,V,8/29/17,1.6,2.1,1,1,NA,NA,NA,NA,"drying, herb",1a,,9/3/17,V,1.6,2.1,1,1,NA,NA,NA,NA,drying out,,,9/12/17,V,1.6,2.1,1,1,NA,NA,NA,NA,NA,,NA,9/19/17,V,1.6,2.1,1,2,NA,NA,NA,NA,NA,,9/30/17,V,2.02,1.6,1,0.9,NA,NA,NA,NA,0.7,herbivory,1a
LV1 P1 QNA #49,LV1,1,NA,49,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,1G,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,0 G alive (18 Died) ,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P1 QNA #50,LV1,1,NA,50,(8/9/17),V,Y,8/9/17,2.44,7,3,0.8,NA,NA,NA,NA,"1 VB, G18",,,B,8/15/17,2.44,7,3,NA,3,0,0,NA,,,,B,8/22/17,2.44,7,3,NA,7,0,0,NA,germ dead,,,V/D,8/29/17,2.44,7,3,NA,NA,NA,NA,NA,"0G, veg parts drying up",,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,D-->V-->D,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,all G dead,
LV1 P1 QNA #51,LV1,1,NA,51,(8/9/17),V,Y,8/9/17,3.91,5,4,2.5,NA,NA,NA,NA,4 VB,,,V,8/15/17,3.91,5,4,2.5,NA,NA,NA,NA,,,,B,8/22/17,3.91,5,4,NA,52,NA,NA,NA,,,,F,8/29/17,3.91,5,4,NA,74,7,0,NA,,,,9/3/17,F,4.46,19.1,3,NA,45,34,1,0.6,,,,9/12/17,F,4.46,19.1,3,NA,6,2,3,3.6,NA,,NA,9/19/17,P,4.46,19.1,3,NA,0,0,2,3.6,herb,1a,9/30/17,S,4.72,16.5,4,NA,NA,NA,NA,NA,NA,"still green leaves, lots of herbivory",1a
LV1 P1 QNA #52,LV1,1,NA,52,(8/9/17),B,Y,8/9/17,4.16,10,5,NA,3,NA,NA,NA,5 VB,,,B,8/15/17,4.16,10,5,NA,3,NA,NA,NA,,,,B,8/22/17,4.16,10,5,NA,3,NA,NA,NA,,,,B,8/29/17,4.16,10,5,NA,18,NA,NA,NA,,,,9/3/17,F,4.16,11,5,NA,23,4,NA,NA,,,,9/12/17,F,4.16,12.5,5,NA,5,3,3,1,NA,,NA,9/19/17,P,4.16,12.5,5,NA,0,0,0,NA,"pods fell off, stem damage",,9/30/17,S,4.09,12,4,NA,NA,NA,NA,NA,NA,lots of herbivory,1a
LV1 P1 QNA #53,LV1,1,NA,53,(8/9/17),D,N,8/9/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/15/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/22/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,D,8/29/17,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/3/17,D,NA,NA,NA,NA,NA,NA,NA,NA,,,,9/12/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,9/19/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,9/30/17,D,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LV1 P2 QNA #0-1,LV1,2,NA,0-1,(8/22/17),,,,,,,,,,,,,,,,8/14/17,,,,,,,,,,,,B,8/22/17,1.96,5.2,3,NA,11,NA,NA,NA,0-1 thru 0-7 first obs. on 8/22 but had emerged before,,,F,8/29/17,2.4,7.2,7,NA,38,1,0,NA,,,in quadrat left of start to plot 2; marked all 4 corners w/orange flagging tape,9/3/17,F,2.4,7.2,7,NA,34,1,NA,NA,,,,9/12/17,F,2.4,7.2,7,NA,17,10,1,3.5,NA,,NA,9/19/17,F,2.4,7.2,7,NA,9,3,1,0.3,pod not same as last time,,9/30/17,P,2.58,6.5,4,NA,4,NA,1,0.2,NA,,
LV1 P2 QNA #0-2,LV1,2,NA,0-2,(8/22/17),,,,,,,,,,,,,,,,8/14/17,,,,,,,,,,,,B,8/22/17,1.7,5.6,4,NA,2,NA,NA,NA,,,,B,8/29/17,2.06,5.6,6,NA,15,0,0,NA,,,"p2 0-1 --> 8 were meas in a slightly diff way than Elena: height slight underest, stem diam not quite same protocol (thickest above soil), rest are very close",9/3/17,B,3.09,6.9,6,NA,24,NA,NA,NA,drying out,,,9/12/17,F,3.09,6.9,6,NA,13,1,0,0,NA,,NA,9/19/17,F,3.09,6.9,6,NA,12,1,0,NA,NA,,9/30/17,P,2.72,6.5,3,NA,5,0,0,NA,NA,never fruited,
LV1 P2 QNA #0-2-1,LV1,2,NA,0-2-1,(8/29/17),,,,,,,,,,,,,,,,8/14/17,,,,,,,,,,,,,8/22/17,,,,,,,,,,,,B,8/29/17,2.03,7.3,5,NA,25,0,0,NA,,,,9/3/17,F,2.29,9.2,4,NA,21,4,NA,NA,,,,9/12/17,F,2.29,12,4,NA,13,6,10,3.7,NA,,NA,9/19/17,P,2.29,4,4,NA,4,0,0,NA,"herb, branches chopped","1a, 2b",9/30/17,P,2.32,4.1,4,NA,0,0,0,NA,NA,branches eaten,2b
LV1 P2 QNA #0-2-2,LV1,2,NA,0-2-2,,,,,,,,,,,,,,,,,8/14/17,,,,,,,,,,,,,8/22/17,,,,,,,,,,,,,,,,,,,,,,,,,9/3/17,F,2.2,8.5,2,NA,15,5,NA,NA,,,,9/12/17,F,2.2,11,2,NA,5,5,8,4.4,NA,,NA,9/19/17,F,2.2,11,2,NA,4,2,14,5.9,NA,,9/30/17,P,2.65,10.5,2,NA,NA,NA,9,5.9,NA,,
LV1 P2 QNA #0-3,LV1,2,NA,0-3,(8/22/17),,,,,,,,,,,,,,,,8/14/17,,,,,,,,,,,,B,8/22/17,2.26,3.1,2,NA,4,NA,NA,NA,,,,B,8/29/17,2.6,5.2,2,NA,23,0,0,NA,,,,9/3/17,F,2.6,8.3,2,NA,20,8,NA,NA,,,,9/12/17,F,2.6,10.5,2,NA,11,6,11,5.5,NA,,NA,9/19/17,P,2.6,10.5,2,NA,0,0,3,5.5,1 branch chopped,2b,9/30/17,S,2.87,10.3,2,NA,NA,NA,3,5.4,NA,one branch eaten,2b
LV1 P2 QNA #0-4,LV1,2,NA,0-4,(8/22/17),,,,,,,,,,,,,,,,8/14/17,,,,,,,,,,,,B,8/22/17,3.85,4,3,NA,18,NA,NA,NA,,,,B,8/29/17,4.45,6.2,3,NA,30,0,0,NA,,,,9/3/17,F,4.45,9.1,3,NA,23,13,NA,NA,,,,9/12/17,F,4.45,12,3,NA,14,7,15,6.5,NA,,NA,9/19/17,F,4.45,12,3,NA,14,6,14,7.3,NA,,9/30/17,P,4.38,10.6,3,NA,0,0,9,7.4,NA,herbivory,1a
